product_id,generic_name,brand_name,dosage,form,price_inr,stock,prescription_required,is_active,created_at,description
MED0177,Hydrochlorothiazide,Torrent,1g,Inhaler,369.17,1113,Yes,TRUE,29-01-2024,Hydrochlorothiazide is administered in moderate to severe cases of high blood pressure.
MED0178,Sertraline,Mankind,100mg,Syrup,474.24,481,Yes,TRUE,14-05-2024,"Sertraline is part of standard therapy for anxiety, depression, and mood disorders."
MED0179,Clopidogrel,Dr Reddy's,250mg,Inhaler,118.62,107,Yes,FALSE,27-04-2024,Clopidogrel is commonly used in the management of cholesterol management and heart disease.
MED0180,Clarithromycin,Dr Reddy's,100mg,Injection,494.04,614,Yes,FALSE,10-05-2024,Clarithromycin is indicated for patients suffering from bacterial infections.
MED0181,Telmisartan,Zydus,100mg,Tablet,233.77,479,Yes,TRUE,22-04-2024,Telmisartan is commonly used in the management of high blood pressure.
MED0182,Warfarin,Glenmark,5ml,Syrup,41.58,760,Yes,FALSE,02-05-2024,Warfarin is part of standard therapy for cholesterol management and heart disease.
MED0183,Linezolid,Abbott India,100mg,Injection,3188.29,945,Yes,FALSE,02-07-2024,Linezolid is commonly used in the management of bacterial infections.
MED0184,Warfarin,Torrent,500mg,Inhaler,482.54,495,Yes,TRUE,12-10-2024,Warfarin supports long‑term treatment of cholesterol management and heart disease.
MED0185,Paracetamol,Abbott India,250mg,Injection,332.6,660,No,TRUE,23-07-2024,Paracetamol is administered in moderate to severe cases of pain and fever.
MED0186,Losartan,Cipla,100mg,Syrup,415.25,698,Yes,TRUE,20-01-2024,Losartan is indicated for patients suffering from high blood pressure.
MED0187,Rosuvastatin,Dr Reddy's,10ml,Capsule,66.17,984,Yes,TRUE,04-08-2024,Rosuvastatin is administered in moderate to severe cases of cholesterol management and heart disease.
MED0188,Glimepiride,Lupin,1g,Tablet,381.33,639,Yes,FALSE,18-06-2024,Glimepiride is widely prescribed for controlling type 2 diabetes and blood glucose control.
MED0189,Atorvastatin,Sun Pharma,50mg,Syrup,26.03,562,Yes,FALSE,14-06-2024,Atorvastatin supports long‑term treatment of cholesterol management and heart disease.
MED0190,Fluoxetine,Dr Reddy's,10ml,Injection,141.39,885,Yes,TRUE,20-12-2024,"Fluoxetine is effective in preventing complications related to anxiety, depression, and mood disorders."
MED0191,Amlodipine,Cipla,5ml,Syrup,439.12,445,Yes,TRUE,19-08-2024,Amlodipine plays an important role in treating high blood pressure.
MED0192,Paracetamol,Torrent,100mg,Injection,160.93,1092,No,TRUE,21-05-2024,Paracetamol is effective in preventing complications related to pain and fever.
MED0193,Methotrexate,Lupin,650mg,Cream,7360.61,879,Yes,FALSE,14-06-2024,Methotrexate is effective in preventing complications related to certain cancers and immune-related conditions.
MED0194,Pantoprazole,Lupin,50mg,Capsule,220.54,597,Yes,FALSE,19-12-2024,Pantoprazole is widely prescribed for controlling acid reflux and gastric disorders.
MED0195,Linezolid,Mankind,650mg,Injection,3992.17,923,Yes,TRUE,08-02-2024,Linezolid is administered in moderate to severe cases of bacterial infections.
MED0196,Amlodipine,Cipla,100mg,Inhaler,172.19,99,Yes,TRUE,21-08-2024,Amlodipine is effective in preventing complications related to high blood pressure.
MED0197,Methylprednisolone,Zydus,500mg,Injection,29.36,317,Yes,TRUE,20-03-2024,Methylprednisolone is administered in moderate to severe cases of inflammatory and autoimmune disorders.
MED0198,Montelukast,Abbott India,100mg,Syrup,445.64,14,Yes,TRUE,05-07-2024,Montelukast plays an important role in treating asthma and allergic airway conditions.
MED0199,Enoxaparin,Alkem,100mg,Syrup,92.14,963,Yes,FALSE,04-10-2024,Enoxaparin is part of standard therapy for cholesterol management and heart disease.
MED0200,Morphine,Abbott India,5ml,Capsule,2092.2,226,Yes,FALSE,30-05-2024,Morphine is indicated for patients suffering from pain and fever.
MED0201,Methotrexate,Lupin,500mg,Syrup,9808.68,193,Yes,FALSE,23-06-2024,Methotrexate is part of standard therapy for certain cancers and immune-related conditions.
MED0202,Methylprednisolone,Torrent,500mg,Injection,447.42,748,Yes,TRUE,15-02-2024,Methylprednisolone helps in reducing symptoms associated with inflammatory and autoimmune disorders.
MED0203,Methotrexate,Torrent,500mg,Syrup,4600.23,208,Yes,FALSE,17-09-2024,Methotrexate is effective in preventing complications related to certain cancers and immune-related conditions.
MED0204,Dexamethasone,Lupin,650mg,Inhaler,581.58,499,Yes,FALSE,28-03-2024,Dexamethasone is effective in preventing complications related to inflammatory and autoimmune disorders.
MED0205,Metformin,Lupin,200mg,Injection,151.67,760,Yes,TRUE,04-12-2024,Metformin supports long‑term treatment of type 2 diabetes and blood glucose control.
MED0206,Vancomycin,Mankind,1g,Syrup,998.5,632,Yes,FALSE,21-01-2024,Vancomycin is widely prescribed for controlling bacterial infections.
MED0207,Glimepiride,Glenmark,650mg,Capsule,423.54,730,Yes,FALSE,10-04-2024,Glimepiride plays an important role in treating type 2 diabetes and blood glucose control.
MED0208,Insulin Glargine,Glenmark,5ml,Tablet,103.82,21,Yes,FALSE,27-04-2024,Insulin Glargine is widely prescribed for controlling type 2 diabetes and blood glucose control.
MED0209,Ibuprofen,Cipla,1g,Tablet,145.11,862,No,FALSE,10-04-2024,Ibuprofen works by targeting the underlying cause of pain and fever.
MED0210,Paracetamol,Glenmark,200mg,Inhaler,242.51,361,No,FALSE,25-02-2024,Paracetamol supports long‑term treatment of pain and fever.
MED0211,Fentanyl,Sun Pharma,1g,Capsule,1930.21,754,Yes,TRUE,22-01-2024,Fentanyl works by targeting the underlying cause of pain and fever.
MED0212,Sertraline,Abbott India,10ml,Capsule,330.17,403,Yes,TRUE,25-04-2024,"Sertraline helps in reducing symptoms associated with anxiety, depression, and mood disorders."
MED0213,Hydrochlorothiazide,Torrent,100mg,Tablet,251.62,1015,Yes,FALSE,31-07-2024,Hydrochlorothiazide is effective in preventing complications related to high blood pressure.
MED0214,Rabeprazole,Abbott India,650mg,Tablet,509.58,762,Yes,FALSE,31-05-2024,Rabeprazole is widely prescribed for controlling acid reflux and gastric disorders.
MED0215,Pantoprazole,Mankind,1g,Capsule,106.27,49,Yes,TRUE,28-07-2024,Pantoprazole is part of standard therapy for acid reflux and gastric disorders.
MED0216,Methotrexate,Sun Pharma,250mg,Syrup,5308.76,197,Yes,TRUE,06-05-2024,Methotrexate helps in reducing symptoms associated with certain cancers and immune-related conditions.
MED0217,Sertraline,Dr Reddy's,5ml,Cream,454.43,681,Yes,TRUE,21-07-2024,"Sertraline is administered in moderate to severe cases of anxiety, depression, and mood disorders."
MED0218,Methotrexate,Dr Reddy's,650mg,Cream,5395.34,59,Yes,FALSE,07-03-2024,Methotrexate is part of standard therapy for certain cancers and immune-related conditions.
MED0219,Telmisartan,Dr Reddy's,10ml,Syrup,346.39,778,Yes,TRUE,11-10-2024,Telmisartan is effective in preventing complications related to high blood pressure.
MED0220,Ceftriaxone,Sun Pharma,5ml,Syrup,520.67,969,Yes,TRUE,04-12-2024,Ceftriaxone is effective in preventing complications related to bacterial infections.
MED0221,Prednisolone,Zydus,100mg,Tablet,280.98,1148,Yes,FALSE,13-08-2024,Prednisolone is part of standard therapy for inflammatory and autoimmune disorders.
MED0222,Telmisartan,Mankind,1g,Tablet,328.87,405,Yes,FALSE,09-09-2024,Telmisartan is commonly used in the management of high blood pressure.
MED0223,Dexamethasone,Glenmark,200mg,Syrup,140.94,779,Yes,FALSE,01-01-2024,Dexamethasone is commonly used in the management of inflammatory and autoimmune disorders.
MED0224,Warfarin,Cipla,100mg,Injection,101.23,883,Yes,TRUE,03-10-2024,Warfarin is widely prescribed for controlling cholesterol management and heart disease.
MED0225,Metformin,Abbott India,200mg,Inhaler,76.97,269,Yes,FALSE,13-01-2024,Metformin plays an important role in treating type 2 diabetes and blood glucose control.
MED0226,Montelukast,Glenmark,100mg,Tablet,256.07,889,Yes,FALSE,16-06-2024,Montelukast is commonly used in the management of asthma and allergic airway conditions.
MED0227,Tacrolimus,Abbott India,5ml,Cream,357.18,509,Yes,FALSE,15-03-2024,Tacrolimus is effective in preventing complications related to inflammatory and autoimmune disorders.
MED0228,Cyclophosphamide,Torrent,1g,Injection,4217.01,406,Yes,TRUE,21-04-2024,Cyclophosphamide is part of standard therapy for certain cancers and immune-related conditions.
MED0229,Cyclophosphamide,Mankind,650mg,Cream,9329.65,359,Yes,TRUE,12-10-2024,Cyclophosphamide is part of standard therapy for certain cancers and immune-related conditions.
MED0230,Clopidogrel,Mankind,5ml,Tablet,298.52,99,Yes,FALSE,28-09-2024,Clopidogrel is part of standard therapy for cholesterol management and heart disease.
MED0231,Clarithromycin,Torrent,200mg,Tablet,596.13,435,Yes,FALSE,22-01-2024,Clarithromycin works by targeting the underlying cause of bacterial infections.
MED0232,Omeprazole,Abbott India,100mg,Syrup,202.95,639,Yes,FALSE,22-07-2024,Omeprazole plays an important role in treating acid reflux and gastric disorders.
MED0233,Warfarin,Sun Pharma,500mg,Inhaler,22.15,306,Yes,FALSE,31-05-2024,Warfarin is part of standard therapy for cholesterol management and heart disease.
MED0234,Paracetamol,Zydus,10ml,Inhaler,181.56,229,No,TRUE,07-07-2024,Paracetamol is part of standard therapy for pain and fever.
MED0235,Morphine,Mankind,1g,Injection,2775.04,748,Yes,FALSE,09-11-2024,Morphine is part of standard therapy for pain and fever.
MED0236,Methotrexate,Lupin,100mg,Cream,2295.68,535,Yes,FALSE,25-08-2024,Methotrexate is part of standard therapy for certain cancers and immune-related conditions.
MED0237,Prednisolone,Glenmark,500mg,Tablet,78.22,676,Yes,TRUE,17-10-2024,Prednisolone is administered in moderate to severe cases of inflammatory and autoimmune disorders.
MED0238,Omeprazole,Alkem,1g,Syrup,203.27,821,Yes,TRUE,13-10-2024,Omeprazole works by targeting the underlying cause of acid reflux and gastric disorders.
MED0239,Atorvastatin,Torrent,1g,Syrup,175.5,268,Yes,FALSE,04-08-2024,Atorvastatin is part of standard therapy for cholesterol management and heart disease.
MED0240,Ondansetron,Mankind,100mg,Injection,153.04,147,Yes,TRUE,30-08-2024,Ondansetron plays an important role in treating acid reflux and gastric disorders.
MED0241,Pantoprazole,Abbott India,650mg,Syrup,435.61,154,Yes,TRUE,21-01-2024,Pantoprazole is part of standard therapy for acid reflux and gastric disorders.
MED0242,Tacrolimus,Torrent,1g,Capsule,478.47,1003,Yes,FALSE,19-05-2024,Tacrolimus works by targeting the underlying cause of inflammatory and autoimmune disorders.
MED0243,Tacrolimus,Glenmark,200mg,Syrup,389.59,882,Yes,FALSE,26-08-2024,Tacrolimus plays an important role in treating inflammatory and autoimmune disorders.
MED0244,Clopidogrel,Zydus,1g,Syrup,495.95,851,Yes,FALSE,19-11-2024,Clopidogrel works by targeting the underlying cause of cholesterol management and heart disease.
MED0245,Ciprofloxacin,Glenmark,650mg,Inhaler,184.33,991,Yes,FALSE,25-05-2024,Ciprofloxacin is effective in preventing complications related to bacterial infections.
MED0246,Vancomycin,Sun Pharma,5ml,Injection,1679.55,524,Yes,FALSE,05-07-2024,Vancomycin is commonly used in the management of bacterial infections.
MED0247,Prednisolone,Torrent,250mg,Capsule,285.02,433,Yes,FALSE,03-02-2024,Prednisolone is administered in moderate to severe cases of inflammatory and autoimmune disorders.
MED0248,Lithium Carbonate,Dr Reddy's,5ml,Inhaler,74.55,1034,Yes,TRUE,03-08-2024,"Lithium Carbonate is administered in moderate to severe cases of anxiety, depression, and mood disorders."
MED0249,Paracetamol,Mankind,250mg,Cream,182.07,920,No,FALSE,05-09-2024,Paracetamol is effective in preventing complications related to pain and fever.
MED0250,Morphine,Lupin,500mg,Syrup,3018.13,385,Yes,TRUE,20-03-2024,Morphine is part of standard therapy for pain and fever.
MED0251,Salbutamol,Zydus,50mg,Injection,471.57,598,Yes,TRUE,24-09-2024,Salbutamol is indicated for patients suffering from asthma and allergic airway conditions.
MED0252,Clindamycin,Abbott India,500mg,Capsule,485.92,1158,Yes,FALSE,10-09-2024,Clindamycin is part of standard therapy for bacterial infections.
MED0253,Fluoxetine,Abbott India,10ml,Injection,187.89,47,Yes,TRUE,27-01-2024,"Fluoxetine is effective in preventing complications related to anxiety, depression, and mood disorders."
MED0254,Clopidogrel,Sun Pharma,10ml,Inhaler,152.6,416,Yes,FALSE,30-10-2024,Clopidogrel supports long‑term treatment of cholesterol management and heart disease.
MED0255,Methylprednisolone,Abbott India,5ml,Syrup,135.56,197,Yes,TRUE,24-05-2024,Methylprednisolone is effective in preventing complications related to inflammatory and autoimmune disorders.
MED0256,Aspirin,Zydus,1g,Capsule,111.7,67,No,FALSE,08-06-2024,Aspirin is part of standard therapy for pain and fever.
MED0257,Amlodipine,Dr Reddy's,500mg,Syrup,520.49,594,Yes,FALSE,25-05-2024,Amlodipine supports long‑term treatment of high blood pressure.
MED0258,Metformin,Zydus,50mg,Syrup,151.48,203,Yes,TRUE,27-06-2024,Metformin is commonly used in the management of type 2 diabetes and blood glucose control.
MED0259,Metformin,Abbott India,10ml,Syrup,458.12,1103,Yes,FALSE,23-05-2024,Metformin supports long‑term treatment of type 2 diabetes and blood glucose control.
MED0260,Methotrexate,Zydus,5ml,Syrup,8752.36,50,Yes,TRUE,15-03-2024,Methotrexate supports long‑term treatment of certain cancers and immune-related conditions.
MED0261,Insulin Glargine,Abbott India,200mg,Capsule,323.55,799,Yes,TRUE,09-06-2024,Insulin Glargine is part of standard therapy for type 2 diabetes and blood glucose control.
MED0262,Insulin Glargine,Zydus,1g,Capsule,35.1,181,Yes,FALSE,18-07-2024,Insulin Glargine is indicated for patients suffering from type 2 diabetes and blood glucose control.
MED0263,Montelukast,Cipla,5ml,Capsule,428.02,1160,Yes,FALSE,21-05-2024,Montelukast is indicated for patients suffering from asthma and allergic airway conditions.
MED0264,Paracetamol,Cipla,10ml,Injection,266.4,377,No,FALSE,03-06-2024,Paracetamol helps in reducing symptoms associated with pain and fever.
MED0265,Dexamethasone,Zydus,1g,Injection,372.42,337,Yes,FALSE,07-08-2024,Dexamethasone works by targeting the underlying cause of inflammatory and autoimmune disorders.
MED0266,Methotrexate,Sun Pharma,200mg,Capsule,8493.4,826,Yes,TRUE,18-05-2024,Methotrexate helps in reducing symptoms associated with certain cancers and immune-related conditions.
MED0267,Ceftriaxone,Alkem,50mg,Tablet,213.55,44,Yes,TRUE,13-05-2024,Ceftriaxone is widely prescribed for controlling bacterial infections.
MED0268,Tacrolimus,Alkem,10ml,Inhaler,82.51,582,Yes,TRUE,13-02-2024,Tacrolimus is part of standard therapy for inflammatory and autoimmune disorders.
MED0269,Atorvastatin,Lupin,200mg,Injection,468.61,1086,Yes,TRUE,09-07-2024,Atorvastatin is indicated for patients suffering from cholesterol management and heart disease.
MED0270,Budesonide,Cipla,500mg,Inhaler,570.78,653,Yes,TRUE,07-09-2024,Budesonide is indicated for patients suffering from asthma and allergic airway conditions.
MED0271,Ibuprofen,Sun Pharma,650mg,Injection,562.05,432,No,FALSE,10-08-2024,Ibuprofen is indicated for patients suffering from pain and fever.
MED0272,Montelukast,Abbott India,650mg,Syrup,395.52,767,Yes,FALSE,02-05-2024,Montelukast helps in reducing symptoms associated with asthma and allergic airway conditions.
MED0273,Methotrexate,Dr Reddy's,1g,Inhaler,8864.54,1147,Yes,FALSE,13-11-2024,Methotrexate plays an important role in treating certain cancers and immune-related conditions.
MED0274,Aspirin,Alkem,50mg,Tablet,521.74,895,No,TRUE,04-11-2024,Aspirin supports long‑term treatment of pain and fever.
MED0275,Montelukast,Abbott India,1g,Capsule,341.23,639,Yes,FALSE,04-11-2024,Montelukast is effective in preventing complications related to asthma and allergic airway conditions.
MED0276,Sertraline,Torrent,200mg,Inhaler,549.77,28,Yes,TRUE,10-01-2024,"Sertraline helps in reducing symptoms associated with anxiety, depression, and mood disorders."
MED0277,Enoxaparin,Glenmark,100mg,Capsule,187.55,1064,Yes,FALSE,27-04-2024,Enoxaparin is administered in moderate to severe cases of cholesterol management and heart disease.
MED0278,Aspirin,Dr Reddy's,500mg,Cream,179.25,62,No,FALSE,22-03-2024,Aspirin is widely prescribed for controlling pain and fever.
MED0279,Cyclophosphamide,Torrent,10ml,Inhaler,5679.47,1070,Yes,FALSE,27-08-2024,Cyclophosphamide supports long‑term treatment of certain cancers and immune-related conditions.
MED0280,Montelukast,Torrent,10ml,Syrup,307.39,58,Yes,FALSE,17-11-2024,Montelukast is indicated for patients suffering from asthma and allergic airway conditions.
MED0281,Metformin,Abbott India,250mg,Injection,552.76,373,Yes,FALSE,19-08-2024,Metformin is effective in preventing complications related to type 2 diabetes and blood glucose control.
MED0282,Pantoprazole,Mankind,100mg,Syrup,493.64,38,Yes,TRUE,23-07-2024,Pantoprazole is commonly used in the management of acid reflux and gastric disorders.
MED0283,Cyclophosphamide,Lupin,1g,Injection,3258.99,797,Yes,TRUE,04-11-2024,Cyclophosphamide supports long‑term treatment of certain cancers and immune-related conditions.
MED0284,Risperidone,Torrent,250mg,Cream,486.31,948,Yes,TRUE,11-06-2024,"Risperidone supports long‑term treatment of anxiety, depression, and mood disorders."
MED0285,Ciprofloxacin,Glenmark,100mg,Inhaler,132.72,337,Yes,FALSE,20-04-2024,Ciprofloxacin is commonly used in the management of bacterial infections.
MED0286,Cyclosporine,Torrent,1g,Syrup,170.78,854,Yes,TRUE,29-09-2024,Cyclosporine is effective in preventing complications related to inflammatory and autoimmune disorders.
MED0287,Cyclophosphamide,Torrent,250mg,Tablet,9602.37,1164,Yes,TRUE,21-09-2024,Cyclophosphamide is commonly used in the management of certain cancers and immune-related conditions.
MED0288,Tramadol,Lupin,250mg,Inhaler,495.42,347,Yes,TRUE,17-09-2024,Tramadol is commonly used in the management of pain and fever.
MED0289,Methylprednisolone,Alkem,200mg,Tablet,72.45,104,Yes,TRUE,03-02-2024,Methylprednisolone is effective in preventing complications related to inflammatory and autoimmune disorders.
MED0290,Domperidone,Alkem,650mg,Cream,135.64,697,Yes,FALSE,20-01-2024,Domperidone is indicated for patients suffering from acid reflux and gastric disorders.
MED0291,Methylprednisolone,Alkem,5ml,Tablet,364.87,199,Yes,TRUE,10-01-2024,Methylprednisolone is effective in preventing complications related to inflammatory and autoimmune disorders.
MED0292,Meropenem,Lupin,1g,Syrup,1469.42,654,Yes,FALSE,29-06-2024,Meropenem plays an important role in treating bacterial infections.
MED0293,Levofloxacin,Glenmark,500mg,Capsule,323.43,424,Yes,TRUE,09-02-2024,Levofloxacin is widely prescribed for controlling bacterial infections.
MED0294,Budesonide,Glenmark,650mg,Inhaler,516.61,616,Yes,FALSE,31-01-2024,Budesonide is part of standard therapy for asthma and allergic airway conditions.
MED0295,Linezolid,Lupin,650mg,Tablet,3133.09,1175,Yes,FALSE,26-09-2024,Linezolid is commonly used in the management of bacterial infections.
MED0296,Budesonide,Dr Reddy's,100mg,Capsule,399.26,600,Yes,TRUE,01-06-2024,Budesonide is effective in preventing complications related to asthma and allergic airway conditions.
MED0297,Doxycycline,Torrent,650mg,Capsule,156.13,656,Yes,TRUE,13-06-2024,Doxycycline plays an important role in treating bacterial infections.
MED0298,Clopidogrel,Alkem,5ml,Capsule,92.35,178,Yes,FALSE,14-07-2024,Clopidogrel is administered in moderate to severe cases of cholesterol management and heart disease.
MED0299,Morphine,Sun Pharma,10ml,Inhaler,4366.11,732,Yes,TRUE,09-08-2024,Morphine is commonly used in the management of pain and fever.
MED0300,Hydrochlorothiazide,Torrent,100mg,Injection,302.35,530,Yes,TRUE,22-06-2024,Hydrochlorothiazide works by targeting the underlying cause of high blood pressure.
MED0301,Dexamethasone,Dr Reddy's,650mg,Tablet,246.78,584,Yes,TRUE,26-02-2024,Dexamethasone is commonly used in the management of inflammatory and autoimmune disorders.
MED0302,Rabeprazole,Abbott India,100mg,Cream,457.5,63,Yes,TRUE,21-11-2024,Rabeprazole is indicated for patients suffering from acid reflux and gastric disorders.
MED0303,Salbutamol,Zydus,100mg,Injection,553.5,286,Yes,FALSE,20-12-2024,Salbutamol is indicated for patients suffering from asthma and allergic airway conditions.
MED0304,Omeprazole,Dr Reddy's,500mg,Syrup,529.78,665,Yes,TRUE,19-04-2024,Omeprazole is widely prescribed for controlling acid reflux and gastric disorders.
MED0305,Domperidone,Lupin,200mg,Injection,109.34,1188,Yes,FALSE,28-02-2024,Domperidone helps in reducing symptoms associated with acid reflux and gastric disorders.
MED0306,Montelukast,Zydus,500mg,Syrup,194.54,699,Yes,TRUE,22-03-2024,Montelukast is administered in moderate to severe cases of asthma and allergic airway conditions.
MED0307,Tacrolimus,Alkem,250mg,Inhaler,565.83,360,Yes,FALSE,18-08-2024,Tacrolimus is indicated for patients suffering from inflammatory and autoimmune disorders.
MED0308,Rabeprazole,Alkem,250mg,Cream,267.29,581,Yes,FALSE,19-02-2024,Rabeprazole is part of standard therapy for acid reflux and gastric disorders.
MED0309,Metformin,Zydus,50mg,Syrup,431.64,57,Yes,TRUE,25-06-2024,Metformin is widely prescribed for controlling type 2 diabetes and blood glucose control.
MED0310,Methotrexate,Mankind,250mg,Cream,3300.4,484,Yes,TRUE,17-11-2024,Methotrexate helps in reducing symptoms associated with certain cancers and immune-related conditions.
MED0311,Clindamycin,Alkem,50mg,Inhaler,24.62,604,Yes,TRUE,27-08-2024,Clindamycin works by targeting the underlying cause of bacterial infections.
MED0312,Glimepiride,Mankind,500mg,Inhaler,70.28,926,Yes,FALSE,01-10-2024,Glimepiride is effective in preventing complications related to type 2 diabetes and blood glucose control.
MED0313,Rosuvastatin,Dr Reddy's,50mg,Syrup,313.8,5,Yes,TRUE,29-05-2024,Rosuvastatin is part of standard therapy for cholesterol management and heart disease.
MED0314,Linezolid,Torrent,250mg,Tablet,3906.74,362,Yes,TRUE,16-08-2024,Linezolid is administered in moderate to severe cases of bacterial infections.
MED0315,Fluoxetine,Dr Reddy's,250mg,Inhaler,409.86,915,Yes,FALSE,04-11-2024,"Fluoxetine works by targeting the underlying cause of anxiety, depression, and mood disorders."
MED0316,Ondansetron,Glenmark,100mg,Inhaler,471.97,692,Yes,TRUE,20-02-2024,Ondansetron is effective in preventing complications related to acid reflux and gastric disorders.
MED0317,Ibuprofen,Mankind,250mg,Injection,493.43,256,No,TRUE,24-01-2024,Ibuprofen is widely prescribed for controlling pain and fever.
MED0318,Pantoprazole,Abbott India,100mg,Tablet,563.54,5,Yes,FALSE,26-04-2024,Pantoprazole is effective in preventing complications related to acid reflux and gastric disorders.
MED0319,Ondansetron,Torrent,10ml,Injection,301.49,383,Yes,TRUE,14-09-2024,Ondansetron is commonly used in the management of acid reflux and gastric disorders.
MED0320,Meropenem,Lupin,250mg,Capsule,1286.4,374,Yes,TRUE,21-02-2024,Meropenem is part of standard therapy for bacterial infections.
MED0321,Rosuvastatin,Mankind,250mg,Tablet,46.92,334,Yes,FALSE,01-11-2024,Rosuvastatin plays an important role in treating cholesterol management and heart disease.
MED0322,Budesonide,Zydus,5ml,Inhaler,160.15,592,Yes,FALSE,09-10-2024,Budesonide is indicated for patients suffering from asthma and allergic airway conditions.
MED0323,Cyclophosphamide,Glenmark,50mg,Syrup,3868.62,323,Yes,FALSE,27-01-2024,Cyclophosphamide plays an important role in treating certain cancers and immune-related conditions.
MED0324,Rabeprazole,Glenmark,5ml,Syrup,209.66,789,Yes,TRUE,01-08-2024,Rabeprazole supports long‑term treatment of acid reflux and gastric disorders.
MED0325,Glimepiride,Sun Pharma,500mg,Cream,494.61,19,Yes,FALSE,23-12-2024,Glimepiride is administered in moderate to severe cases of type 2 diabetes and blood glucose control.
MED0326,Losartan,Dr Reddy's,650mg,Tablet,365.98,482,Yes,TRUE,24-07-2024,Losartan is effective in preventing complications related to high blood pressure.
MED0327,Cyclophosphamide,Mankind,650mg,Capsule,4186.24,857,Yes,TRUE,25-08-2024,Cyclophosphamide helps in reducing symptoms associated with certain cancers and immune-related conditions.
MED0328,Tramadol,Glenmark,100mg,Cream,483.5,1088,Yes,TRUE,15-09-2024,Tramadol is administered in moderate to severe cases of pain and fever.
MED0329,Metformin,Glenmark,250mg,Inhaler,359.04,775,Yes,FALSE,18-12-2024,Metformin is indicated for patients suffering from type 2 diabetes and blood glucose control.
MED0330,Cyclophosphamide,Glenmark,250mg,Syrup,5052.6,85,Yes,TRUE,07-12-2024,Cyclophosphamide is commonly used in the management of certain cancers and immune-related conditions.
MED0331,Tramadol,Abbott India,200mg,Injection,163.59,893,Yes,TRUE,06-07-2024,Tramadol is part of standard therapy for pain and fever.
MED0332,Losartan,Lupin,650mg,Inhaler,217.56,908,Yes,TRUE,27-04-2024,Losartan is effective in preventing complications related to high blood pressure.
MED0333,Cyclophosphamide,Torrent,200mg,Syrup,3268.5,925,Yes,TRUE,20-07-2024,Cyclophosphamide is commonly used in the management of certain cancers and immune-related conditions.
MED0334,Losartan,Dr Reddy's,50mg,Tablet,231.86,11,Yes,TRUE,20-05-2024,Losartan plays an important role in treating high blood pressure.
MED0335,Olanzapine,Abbott India,10ml,Capsule,67.19,1124,Yes,FALSE,30-04-2024,"Olanzapine is commonly used in the management of anxiety, depression, and mood disorders."
MED0336,Glimepiride,Glenmark,10ml,Inhaler,151.43,1150,Yes,FALSE,04-08-2024,Glimepiride plays an important role in treating type 2 diabetes and blood glucose control.
MED0337,Diazepam,Lupin,5ml,Injection,499.01,114,Yes,TRUE,13-07-2024,"Diazepam supports long‑term treatment of anxiety, depression, and mood disorders."
MED0338,Fentanyl,Zydus,100mg,Capsule,2864.61,807,Yes,TRUE,05-01-2024,Fentanyl helps in reducing symptoms associated with pain and fever.
MED0339,Sertraline,Glenmark,10ml,Inhaler,253.01,687,Yes,FALSE,13-01-2024,"Sertraline helps in reducing symptoms associated with anxiety, depression, and mood disorders."
MED0340,Dexamethasone,Abbott India,650mg,Cream,88.42,1161,Yes,FALSE,19-06-2024,Dexamethasone is indicated for patients suffering from inflammatory and autoimmune disorders.
MED0341,Meropenem,Lupin,250mg,Inhaler,1112.36,1026,Yes,FALSE,07-11-2024,Meropenem plays an important role in treating bacterial infections.
MED0342,Tramadol,Cipla,100mg,Tablet,382.13,222,Yes,TRUE,25-07-2024,Tramadol is part of standard therapy for pain and fever.
MED0343,Cyclophosphamide,Zydus,500mg,Syrup,8293.02,80,Yes,FALSE,11-12-2024,Cyclophosphamide is administered in moderate to severe cases of certain cancers and immune-related conditions.
MED0344,Sertraline,Torrent,500mg,Inhaler,572.99,80,Yes,TRUE,14-10-2024,"Sertraline plays an important role in treating anxiety, depression, and mood disorders."
MED0345,Levofloxacin,Cipla,1g,Syrup,503.03,87,Yes,TRUE,02-03-2024,Levofloxacin is part of standard therapy for bacterial infections.
MED0346,Cyclosporine,Zydus,200mg,Injection,511.87,274,Yes,FALSE,14-08-2024,Cyclosporine is effective in preventing complications related to inflammatory and autoimmune disorders.
MED0347,Atorvastatin,Cipla,250mg,Cream,515.51,2,Yes,FALSE,19-07-2024,Atorvastatin works by targeting the underlying cause of cholesterol management and heart disease.
MED0348,Montelukast,Lupin,10ml,Cream,147.09,1193,Yes,TRUE,12-06-2024,Montelukast helps in reducing symptoms associated with asthma and allergic airway conditions.
MED0349,Ondansetron,Sun Pharma,50mg,Syrup,276.62,739,Yes,TRUE,14-02-2024,Ondansetron helps in reducing symptoms associated with acid reflux and gastric disorders.
MED0350,Insulin Glargine,Mankind,200mg,Cream,457.51,780,Yes,FALSE,09-12-2024,Insulin Glargine plays an important role in treating type 2 diabetes and blood glucose control.
